ASX Listed Companies (1 June 2019),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
MBT,Mission Newenergy,Energy,"1,471,330",0.000,,,
MCA,Murray Cod Aust Limited,Consumer Staples,"79,742,200",0.004,,,
MCE,Matrix C & E Limited,Energy,"30,184,800",0.001,,,
MCH,Murchison Holdings,Financials,"4,265,680",0.000,,,
MCM,MC Mining Limited,Energy,"98,615,700",0.005,,,
MCP,Mcpherson's Limited,Consumer Discretionary,"139,823,000",0.006,,,
MCR,Mincor Resources NL,Materials,"96,927,800",0.004,,,
MCT,Metalicity Limited,Materials,"5,292,800",0.000,,,
MCX,Mariner Corp Limited,Financials,"576,999",0.000,,,
MCY,Mercury NZ Limited,Utilities,"4,985,010,000",0.231,,,
MDC,Medlab Clinical Limited,Health Care,"82,298,400",0.004,,,
MDI,Middle Island Res,Materials,"5,234,260",0.000,,,
MDR,Medadvisor Limited,Health Care,"75,383,700",0.003,,,
MDX,Mindax Limited,Materials,"3,692,560",0.000,,,
MEA,Mcgrath Limited,Real Estate,"47,860,800",0.002,,,
MEB,Medibio Limited,Health Care,"2,736,820",0.000,,,
MEC,Morphic Eef Limited,Financials,"47,094,900",0.002,,,
MED,Merlin Diamonds Limited,Materials,"19,832,700",0.001,,,
MEI,Meteoric Resources,Materials,"16,780,100",0.001,,,
MEL,Metgasco Limited,Energy,"17,967,700",0.001,,,
MEM,Memphasys Limited,Health Care,"13,203,200",0.001,,,
MEP,Minotaur Exploration,Materials,"13,755,900",0.001,,,
MEQ,Metlifecare Limited,Health Care,0,0.000,,,
MEU,Marmota Limited,Energy,"10,735,400",0.000,,,
MEY,Marenica Energy Limited,Energy,"6,662,320",0.000,,,
MEZ,Meridian Energy,Utilities,"5,009,100,000",0.232,,,
MFD,Mayfield Childcr Limited,Consumer Discretionary,"29,446,200",0.001,,,
MFF,MFF Capital INV Limited,,"1,588,310,000",0.074,,,
MFG,Magellan Fin Group Limited,Financials,"7,690,910,000",0.356,,,
MGC,MG Unit Trust Ordinary Units FP,,"70,494,900",0.003,,,
MGE,Mag Global Equities,,"1,345,530,000",0.062,,,
MGG,Magellan Glob Trust Ordinary Units FP,,"2,163,910,000",0.100,,,
MGL,Magontec Limited,Materials,"33,062,100",0.002,,,
MGR,Mirvac Groupinary/Units Stapled Securities,Real Estate,"11,085,600,000",0.513,,,
MGT,Magnetite Mines,Materials,"3,993,250",0.000,,,
MGU,Magnum Mining & Exp,Materials,"22,645,900",0.001,,,
MGV,Musgrave Minerals,Materials,"21,273,000",0.001,,,
MGX,Mount Gibson Iron,Materials,"1,376,610,000",0.064,,,
MGZ,Medigard Limited,Health Care,"2,706,010",0.000,,,
MHC,Manhattan Corp Limited,Energy,"3,706,390",0.000,,,
MHD,Millennium Limited,Consumer Discretionary,"6,350,860",0.000,,,
MHG,Magellan GBL EQ Fund,,"93,010,000",0.004,,,
MHI,Merchant House 1c,Consumer Discretionary,"8,672,520",0.000,,,
MHJ,Michael Hill Int,Consumer Discretionary,"210,160,000",0.010,,,
MICH,Mag. Infra. Fund CH,,"321,851,000",0.015,,,
MIG,Migme Limited,Information Technology,"13,910,700",0.001,,,
MIH,MNC Media Invest Limited,Telecommunication Services,"4,080,040",0.000,,,
MIL,Millennium Group Limited,Industrials,"7,807,800",0.000,,,
MIN,Mineral Resources,Materials,"2,825,240,000",0.131,,,
MIR,Mirrabooka Invest,,"386,722,000",0.018,,,
MJC,Mejority Capital Limited,Financials,"1,864,120",0.000,,,
MKG,Mako Gold,Materials,"5,324,730",0.000,,,
MLD,Maca Limited,Materials,"265,328,000",0.012,,,
MLM,Metallica Minerals,Materials,"5,182,260",0.000,,,
MLS,Metals Australia,Materials,"2,691,800",0.000,,,
MLT,Milton Corporation,,"3,070,540,000",0.142,,,
MLX,Metals X Limited,Materials,"161,929,000",0.007,,,
MMG,MMG Limited Cdi 1:10,Materials,"642,050",0.000,,,
MMI,Metro Mining Limited,Materials,"180,037,000",0.008,,,
MMJ,MMJ Group HLDS Limited,,"54,085,000",0.003,,,
MML,Medusa Mining Limited,Materials,"82,078,800",0.004,,,
MMM,Marley Spoon,Consumer Discretionary,"56,684,400",0.003,,,
MMR,Mec Resources,Energy,"2,072,890",0.000,,,
MMS,Mcmillan Shakespeare,Industrials,"1,075,840,000",0.050,,,
MNB,Minbos Resources Limited,Materials,"5,654,560",0.000,,,
MNC,Metminco Limited,Materials,"2,375,880",0.000,,,
MND,Monadelphous Group,Industrials,"1,798,200,000",0.083,,,
MNF,MNF Group Limited,Telecommunication Services,"284,818,000",0.013,,,
MNRS,Beta Global Gold,,"7,080,690",0.000,,,
MNS,Magnis Energy Tech,Materials,"128,339,000",0.006,,,
MNW,Mint Payments Limited,Information Technology,"19,632,600",0.001,,,
MNY,MONEY3 Corporation,Financials,"384,283,000",0.018,,,
MOAT,Vaneck US Wide MOAT ETF Cdis 1:1,,"98,640,100",0.005,,,
MOB,Mobilicom Limited,Information Technology,"24,409,000",0.001,,,
MOC,Mortgage Choice Limited,Financials,"148,747,000",0.007,,,
MOD,MOD Resources Limited,Materials,"103,271,000",0.005,,,
MOE,Moelis Australia Limited,Financials,"624,121,000",0.029,,,
MOGL,MOGL (Managed Fund),,"97,801,300",0.005,,,
MOH,Moho Resources,Materials,"2,208,010",0.000,,,
MONY,Ubs IQ Cash,,"1,704,600",0.000,,,
MOQ,MOQ Limited,Information Technology,"33,877,300",0.002,,,
MOT,MCP Income Opp Trust Ordinary Units FP,,"306,000,000",0.014,,,
MOY,Millennium Min Limited,Materials,"93,574,600",0.004,,,
MP1,Megaport Limited,Information Technology,"807,402,000",0.037,,,
MPH,Mediland Pharm,Consumer Discretionary,"111,031,000",0.005,,,
MPL,Medibank Private Limited,Financials,"9,115,750,000",0.422,,,
MPO,Molopo Energy Limited,Energy,"34,865,700",0.002,,,
MPP,Metro Perf.Glass Limited,Industrials,"64,882,300",0.003,,,
MPR,Mpower Group Limited,Financials,"5,083,080",0.000,,,
MPW,MSL Solutions Limited,Information Technology,"23,235,200",0.001,,,
MPX,Mustera Property Group,Real Estate,"29,887,500",0.001,,,
MQG,Macquarie Group Limited,Financials,"40,951,400,000",1.896,,,
MQR,Marquee Resource Limited,Materials,"1,795,260",0.000,,,
MRC,Mineral Commodities,Materials,"82,112,900",0.004,,,
MRD,Mount Ridley Mines,Materials,"2,332,860",0.000,,,
MRG,Murray River Group,Consumer Staples,"33,399,600",0.002,,,
MRL,Mayur Resources Limited,Materials,"46,571,200",0.002,,,
MRM,Mmaoffshor,Energy,"167,325,000",0.008,,,
MRN,MACQ Media Limited,Consumer Discretionary,"282,488,000",0.013,,,
MRP,Macphersons Resource,Materials,"23,869,800",0.001,,,
MRQ,MRG Metals Limited,Materials,"3,335,850",0.000,,,
MRR,Minrex Resources Limited,Materials,"1,150,530",0.000,,,
MRV,Moreton Resources,Energy,"15,533,900",0.001,,,
MRZ,Mont Royal Resources,Materials,"7,053,650",0.000,,,
MSB,Mesoblast Limited,Health Care,"693,090,000",0.032,,,
MSE,Metalsearch Limited,Materials,"2,404,550",0.000,,,
MSG,MCS Services Limited,Industrials,"2,813,170",0.000,,,
MSI,Multistack Internat,Industrials,"673,824",0.000,,,
MSM,MSM Corporation Intl,Information Technology,"5,622,850",0.000,,,
MSR,Manas Res Limited,Materials,"7,929,490",0.000,,,
MSV,Mitchell Services,Materials,"112,994,000",0.005,,,
MTB,Mount Burgess Mining,Materials,"1,903,520",0.000,,,
MTC,Metalstech Limited,Materials,"873,366",0.000,,,
MTH,Mithril Resources,Materials,"2,111,950",0.000,,,
MTL,Manalto Limited,Information Technology,"3,642,390",0.000,,,
MTO,Motorcycle HLDG,Consumer Discretionary,"81,452,900",0.004,,,
MTS,Metcash Limited,Consumer Staples,"2,682,310,000",0.124,,,
MVA,Vaneck Property,,"210,473,000",0.010,,,
MVB,Vaneck Banks,,"45,010,700",0.002,,,
MVE,Vaneck Midcap,,"103,148,000",0.005,,,
MVF,Monash Ivf Group Limited,Health Care,"278,227,000",0.013,,,
MVOL,Ishares Edge Au MVOL,,"24,100,000",0.001,,,
MVP,Medical Developments,Health Care,"334,135,000",0.015,,,
MVR,Vaneck Resources,,"56,218,600",0.003,,,
MVS,Vaneck Small Masters,,"59,220,100",0.003,,,
MVT,Mercantile Invest,Financials,"43,508,500",0.002,,,
MVW,Vaneck EQUAL Weight,,"755,135,000",0.035,,,
MWR,MGM Wireless Limited,Information Technology,"47,773,000",0.002,,,
MWY,Midway Limited,Materials,"305,449,000",0.014,,,
MX1,Micro-X Limited,Health Care,"42,492,300",0.002,,,
MXC,MGC Pharmaceuticals,Health Care,"63,067,200",0.003,,,
MXI,Maxitrans Industries,Industrials,"53,671,900",0.002,,,
MXR,Maximus Resources,Materials,"2,228,170",0.000,,,
MXT,MCP Master Income Ordinary Units FP,,"739,174,000",0.034,,,
MYE,Mastermyne Group Limited,Materials,"95,057,200",0.004,,,
MYL,Myanmar Metals,Materials,"83,168,100",0.004,,,
MYQ,Myfiziq Limited,Information Technology,"22,488,800",0.001,,,
MYR,Myer Holdings Limited,Consumer Discretionary,"550,257,000",0.025,,,
MYS,Mystate Limited,Financials,"396,937,000",0.018,,,
MYX,Mayne Pharma Limited,Health Care,"878,530,000",0.041,,,
MZI,MZI Res Limited,Materials,"4,754,800",0.000,,,
MZN,Marindi Metals Limited,Materials,"6,397,110",0.000,,,
MZZ,Matador Mining Limited,Materials,"14,091,900",0.001,,,
N1H,N1 Holdings Limited,Financials,"8,155,560",0.000,,,
N27,Northern Cobalt,Materials,"2,226,440",0.000,,,
NAB,National Aust. Bank,Financials,"74,473,700,000",3.447,,,
NAC,Naos Ex-50,,"45,707,100",0.002,,,
NAE,New Age Exploration,Energy,"3,555,120",0.000,,,
NAG,Nagambie Resources,Materials,"16,184,100",0.001,,,
NAM,Namoi Cotton Limited,Industrials,"46,259,000",0.002,,,
NAN,Nanosonics Limited,Health Care,"1,349,830,000",0.062,,,
NAV,Navigator Resources,Materials,"157,276",0.000,,,
NBI,Nbglobcorpincomtrust Ordinary Units FP,,"420,348,000",0.019,,,
NBL,Noni B Limited,Consumer Discretionary,"275,238,000",0.013,,,
NC6,Nanollose Limited,Health Care,"2,100,000",0.000,,,
NCC,Naos Emerg Opp,,"56,910,100",0.003,,,
NCK,Nick Scali Limited,Consumer Discretionary,"572,670,000",0.027,,,
NCL,Netccentric Limited,Consumer Discretionary,"1,837,500",0.000,,,
NCM,Newcrest Mining,Materials,"20,910,200,000",0.968,,,
NCR,Nucoal Resources Limited,Materials,"19,983,900",0.001,,,
NCZ,New Century Resource,Materials,"351,484,000",0.016,,,
NDQ,BETASHARESNASDAQ100,,"492,513,000",0.023,,,
NEA,Nearmap Limited,Industrials,"1,518,250,000",0.070,,,
NEC,Nine Entertainment,Consumer Discretionary,"3,547,220,000",0.164,,,
NES,Nelson Resources,Materials,"2,122,890",0.000,,,
NET,Netlinkz Limited,Information Technology,"121,574,000",0.006,,,
NEU,Neuren Pharmaceut,Health Care,"121,705,000",0.006,,,
NEW,NEW Energy Solarinary/Units Stapled Securities,Utilities,"462,523,000",0.021,,,
NGE,NGE Capital Limited,,"23,060,800",0.001,,,
NGI,Navigator Global Limited,Financials,"614,541,000",0.028,,,
NGY,Nuenergy Gas Limited,Energy,"26,657,200",0.001,,,
NHC,New Hope Corporation,Energy,"2,186,230,000",0.101,,,
NHF,Nib Holdings Limited,Financials,"3,120,530,000",0.144,,,
NHL,Novita Health Limited,Health Care,"7,638,190",0.000,,,
NIC,Nickelmineslimited,Materials,"470,752,000",0.022,,,
NIO,Nickelore Limited,Materials,"1,333,500",0.000,,,
NIU,Niuminco Group Limited,Materials,"2,800,160",0.000,,,
NME,NEX Metals Explorat,Materials,"3,854,950",0.000,,,
NMI,Northern Mining,Materials,"10,322,900",0.000,,,
NML,Navarre Minerals Limited,Materials,"28,275,700",0.001,,,
NMM,Noble Metals Limited,Materials,"17,402,800",0.001,,,
NMS,Neptune Marine,Energy,"12,288,300",0.001,,,
NMT,Neometals Limited,Materials,"125,114,000",0.006,,,
NNW,99 Wuxian Limited,Consumer Discretionary,"86,976,200",0.004,,,
NOR,Norwood Systems Limited,Information Technology,"6,229,530",0.000,,,
NOV,Novatti Group Limited,Information Technology,"31,707,000",0.001,,,
NOX,Noxopharm Limited,Health Care,"71,721,800",0.003,,,
NSB,Neuroscientific,Health Care,"7,429,950",0.000,,,
NSC,Naos SMLCAP Com Limited,,"99,890,300",0.005,,,
NSE,New Standard Energy,Energy,"4,932,490",0.000,,,
NSR,National Storageinary/Units Stapled Securities,Real Estate,"1,125,460,000",0.052,,,
NST,Northern Star,Materials,"6,210,440,000",0.287,,,
NSX,NSX Limited,Financials,"37,608,100",0.002,,,
NTC,Netcomm Wireless,Information Technology,"159,500,000",0.007,,,
NTD,National Tyre&Wheel,Consumer Discretionary,"40,127,600",0.002,,,
NTI,Neurotech Intl,Health Care,"1,628,930",0.000,,,
NTL,New Talisman Gold,Materials,"15,151,500",0.001,,,
NTM,NTM Gold Limited,Materials,"14,001,200",0.001,,,
NTU,Northern Min Limited,Materials,"148,400,000",0.007,,,
NUF,Nufarm Limited,Materials,"1,495,780,000",0.069,,,
NUH,Nuheara Limited,Information Technology,"72,683,600",0.003,,,
NUS,Nusantara Resources,Materials,"27,042,700",0.001,,,
NVA,Nova Minerals Limited,Materials,"11,612,000",0.001,,,
NVL,National Veterinary,Health Care,"134,673,000",0.006,,,
NVO,Nvoi Limited,Information Technology,"15,547,100",0.001,,,
NVT,Navitas Limited,Consumer Discretionary,"2,070,690,000",0.096,,,
NVU,Nanoveu Limited,Information Technology,"4,938,410",0.000,,,
NVX,Novonix Limited,Information Technology,"57,874,700",0.003,,,
NWC,New World Cobalt Limited,Materials,"11,581,900",0.001,,,
NWE,Norwest Energy NL,Energy,"6,764,180",0.000,,,
NWF,Newfield Resources,Materials,"122,073,000",0.006,,,
NWH,NRW Holdings Limited,Industrials,"1,029,940,000",0.048,,,
NWL,Netwealth Group,Financials,"2,257,960,000",0.105,,,
NWM,Norwest Minerals,Materials,"9,500,220",0.000,,,
NWS,News Corp Class B Voting Common Stock-Cdi 1:1,Consumer Discretionary,"813,024,000",0.038,,,
NWSLV,News Corp Class A Non-Voting Common Stock-Cdi 1:1,Consumer Discretionary,"295,572,000",0.014,,,
NXE,New Energy Minerals,Materials,"3,470,600",0.000,,,
NXM,Nexus Minerals Limited,Materials,"5,320,820",0.000,,,
NXS,Next Science Limited,Health Care,"380,730,000",0.018,,,
NXT,NEXTDC Limited,Information Technology,"2,257,810,000",0.105,,,
NZC,NZURI Copper Limited,Materials,"99,128,300",0.005,,,
NZK,NZK Salmon Limited,Consumer Staples,"286,842,000",0.013,,,
NZM,NZME Limited,Consumer Discretionary,"99,965,800",0.005,,,
OAR,Oakdale Resource Limited,Materials,"3,173,690",0.000,,,
OAU,Ora Gold Limited,Materials,"7,107,060",0.000,,,
OBJ,OBJ Limited,Health Care,"28,951,400",0.001,,,
OCA,Oceania Healthc Limited,Health Care,"628,562,000",0.029,,,
OCC,Orthocell Limited,Health Care,"56,987,800",0.003,,,
OCL,Objective Corp,Information Technology,"260,062,000",0.012,,,
OCP,Oceania Capital Limited,Financials,"78,214,100",0.004,,,
ODA,Orcoda Limited,Information Technology,"10,197,600",0.000,,,
ODM,Odin Metals Limited,Materials,"23,057,900",0.001,,,
ODN,Odin Energy Limited,,0,0.000,,,
ODY,Odyssey Energy,Energy,"14,083,800",0.001,,,
OEC,Orbital Corp Limited,Industrials,"24,397,700",0.001,,,
OEL,Otto Energy Limited,Energy,"137,786,000",0.006,,,
OEQ,Orion Equities,Financials,"3,384,730",0.000,,,
OEX,OILEX Limited,Energy,"7,744,560",0.000,,,
OFX,OFX Group Limited,Financials,"377,123,000",0.017,,,
OGA,Ocean Grown Abalone,Consumer Staples,"23,925,400",0.001,,,
OGC,Oceanagold Corp,Materials,"277,724,000",0.013,,,
OGX,Orinoco Gold Limited,Materials,"4,271,640",0.000,,,
OIL,Optiscan Imaging,Health Care,"18,605,200",0.001,,,
OKJ,Oakajee Corp Limited,Financials,"4,256,990",0.000,,,
OKR,Okapi Resources,Materials,"3,918,570",0.000,,,
OKU,Oklo Resources Limited,Materials,"56,776,800",0.003,,,
OLH,Oldfields Holdings,Industrials,"4,519,690",0.000,,,
OLI,Oliver's Real Food,Consumer Discretionary,"5,550,380",0.000,,,
OLV,Otherlevels Holdings,Information Technology,"4,589,460",0.000,,,
OMH,Om Holdings Limited 10c,Materials,"576,126,000",0.027,,,
OML,Ooh!Media Limited,Consumer Discretionary,"1,012,320,000",0.047,,,
OMN,Onemarket,Information Technology,"74,610,200",0.003,,,
ONE,Oneview Healthcare,Health Care,"38,899,500",0.002,,,
ONT,1300 Smiles Limited,Health Care,"149,411,000",0.007,,,
ONX,Orminexltd,Materials,"45,535,500",0.002,,,
OOK,Ookami Limited,Information Technology,"7,496,270",0.000,,,
OOO,Betasharescrudeoil,,"22,522,500",0.001,,,
OPH,Ophir High CF Ordinary Units FP,,"501,999,000",0.023,,,
OPN,Opendna Limited,Information Technology,"10,809,300",0.001,,,
OPT,Opthea Limited,Health Care,"160,873,000",0.007,,,
ORA,Orora Limited,Materials,"3,788,990,000",0.175,,,
ORE,Orocobre Limited,Materials,"834,753,000",0.039,,,
ORG,Origin Energy,Energy,"12,645,500,000",0.585,,,
ORI,Orica Limited,Materials,"7,849,580,000",0.363,,,
ORM,Orion Metals Limited,Materials,"3,824,780",0.000,,,
ORN,Orion Minerals Limited,Materials,"60,100,300",0.003,,,
ORR,Orecorp Limited,Materials,"53,266,100",0.002,,,
OSH,Oil Search Limited 10 Toea,Energy,"10,749,500,000",0.498,,,
OSL,Oncosil Medical,Health Care,"39,734,700",0.002,,,
OSP,Osprey Med Inc,Health Care,"47,497,700",0.002,,,
OTR,Onterran Limited,Industrials,"22,480,800",0.001,,,
OTW,Over the Wire Limited,Information Technology,"255,431,000",0.012,,,
OVH,Onevue Holdings Limited,Financials,"126,882,000",0.006,,,
OVL,Oro Verde Limited,Materials,"1,555,680",0.000,,,
OVN,Oventus Medical Limited,Health Care,"25,425,400",0.001,,,
OVT,Ovato Limited,Industrials,"46,682,500",0.002,,,
OXX,Octanex Limited,Energy,"2,181,700",0.000,,,
OZF,SPDR 200 Financials,,"73,799,000",0.003,,,
OZG,Ozgrowth Limited,,"55,200,200",0.003,,,
OZL,OZ Minerals,Materials,"2,921,350,000",0.135,,,
OZR,SPDR 200 Resources,,"79,757,400",0.004,,,
P2P,P2P Transport,Industrials,"14,116,800",0.001,,,
PAA,Pharmaust Limited,Health Care,"10,648,400",0.000,,,
PAB,PATRYS Limited,Health Care,"28,959,900",0.001,,,
PAC,Pacific Group Limited,Financials,"230,113,000",0.011,,,
PAF,PM Capital Asian Ops,,"52,057,000",0.002,,,
PAI,Platinum Asia Limited,,"394,904,000",0.018,,,
PAK,Pacific American HLD,Materials,"6,942,850",0.000,,,
PAN,Panoramic Resources,Materials,"207,761,000",0.010,,,
PAR,Paradigm Bio,Health Care,"278,701,000",0.013,,,
PAXX,Platinum Asia Fund,,"159,675,000",0.007,,,
PBP,Probiotec Limited,Health Care,"96,655,800",0.004,,,
PBX,Pacific Bauxite Limited,Materials,"3,966,140",0.000,,,
PC1,Plus Connect Limited,Consumer Discretionary,"8,310,860",0.000,,,
PCG,Pengana Capital,Financials,"179,702,000",0.008,,,
PCH,Property Connect,Information Technology,"2,057,590",0.000,,,
PCI,Perpetual Cred Trust Ordinary Units FP,,"444,000,000",0.021,,,
PCK,Painchek Limited,Health Care,"139,082,000",0.006,,,
PCL,Pancontinental Oil,Energy,"10,813,400",0.001,,,
PDI,Predictive Disc Limited,Materials,"2,656,280",0.000,,,
PDL,Pendal Group Limited,Financials,"2,308,730,000",0.107,,,
PDN,Paladin Energy Limited,Energy,"210,250,000",0.010,,,
PDZ,Prairie Mining Limited,Energy,"70,050,800",0.003,,,
PE1,Pengana Private Ordinary Units FP,,"205,026,000",0.009,,,
PEA,Pacific Energy,Utilities,"268,808,000",0.012,,,
PEC,Perpetual Res Limited,Materials,"7,933,450",0.000,,,
PEK,Peak Resources,Materials,"44,758,300",0.002,,,
PEL,Pelican Resources,Materials,"6,152,700",0.000,,,
PEN,Peninsula Energy Limited,Energy,"58,082,100",0.003,,,
PET,Phoslock ENV Tec Limited,Industrials,"410,431,000",0.019,,,
PEX,Peel Mining Limited,Materials,"77,036,000",0.004,,,
PFG,Prime Financial,Financials,"14,129,400",0.001,,,
PFP,Propel Funeral,Consumer Discretionary,"310,300,000",0.014,,,
PG1,Pearl Global Limited,Industrials,"16,311,600",0.001,,,
PGC,Paragon Care Limited,Health Care,"141,912,000",0.007,,,
PGF,PM Capital Fund,,"394,263,000",0.018,,,
PGH,Pact Group Holdings Limited,Materials,"780,865,000",0.036,,,
PGI,Panterra Gold Limited,Materials,"3,374,420",0.000,,,
PGM,Platina Resources,Materials,"13,206,300",0.001,,,
PGR,The Pas Group Limited,Consumer Discretionary,"19,820,200",0.001,,,
PGS,Planet Gas Limited,Energy,"2,150,490",0.000,,,
PGX,Primero Group,Industrials,"56,858,700",0.003,,,
PGY,Pilot Energy Limited,Energy,"1,033,120",0.000,,,
PIA,Pengana Int EQU Limited,,"266,593,000",0.012,,,
PIC,Perpetual Equity Limited,,"347,422,000",0.016,,,
PIL,Peppermint INV Limited,Information Technology,"15,801,300",0.001,,,
PIN,Pinchme.com,Industrials,"15,813,000",0.001,,,
PIO,Pioneer Res Limited,Materials,"16,581,700",0.001,,,
PIQ,Proteomics Int Lab,Health Care,"22,564,400",0.001,,,
PIXX,Platinum Int Fund,,"332,540,000",0.015,,,
PKA,Plukka Limited,Consumer Discretionary,"1,930,890",0.000,,,
PKD,Parkd Limited,Industrials,"3,510,000",0.000,,,
PKO,Peako Limited,Energy,"1,464,410",0.000,,,
PL8,Plato Inc MAX Limited,,"317,984,000",0.015,,,
PLC,PLC Financial,Financials,"2,089,240",0.000,,,
PLL,Piedmont Lithium Limited,Materials,"113,965,000",0.005,,,
PLS,Pilbara Min Limited,Materials,"1,333,020,000",0.062,,,
PLUS,Vaneck Au Corp Bond,,"298,850,000",0.014,,,
PLX,Pyrolyx AG,Materials,"68,225,000",0.003,,,
PM1,Pure Minerals Limited,Materials,"5,698,040",0.000,,,
PM8,Pensana Metals Limited,Materials,"26,667,300",0.001,,,
PMC,Platinum Capital Limited,,"466,040,000",0.022,,,
PME,Pro Medicus Limited,Health Care,"2,354,170,000",0.109,,,
PMGOLD,Gold Corp 0.00 ZAU Call STR.Prod,,"5,909,170,000",0.274,,,
PMV,Premier Investments,Consumer Discretionary,"2,734,500,000",0.127,,,
PMY,Pacifico Min Limited,Materials,"13,878,600",0.001,,,
PNC,Pioneer Credit Limited,Financials,"167,784,000",0.008,,,
PNI,Pinnacle Investment,Financials,"960,058,000",0.044,,,
PNL,Paringa Resources,Energy,"59,572,700",0.003,,,
PNN,Pepinnini Lithium,Materials,"3,714,040",0.000,,,
PNR,Pantoro Limited,Materials,"215,189,000",0.010,,,
PNV,Polynovo Limited,Health Care,"793,306,000",0.037,,,
PNW,Pacific Star Network,Consumer Discretionary,"62,911,900",0.003,,,
PNX,PNX Metals Limited,Materials,"12,176,400",0.001,,,
PO3,Purifloh Limited,Utilities,"109,840,000",0.005,,,
POD,Podium Minerals,Materials,"5,990,080",0.000,,,
POS,Poseidon Nick Limited,Materials,"97,780,000",0.005,,,
POU,Betashares Pound ETF,,"17,909,000",0.001,,,
POW,Protean Energy Limited,Industrials,"3,114,370",0.000,,,
PPC,Peet Limited,Real Estate,"563,045,000",0.026,,,
PPE,Peopleinfrastructure,Industrials,"180,041,000",0.008,,,
PPG,Pro-Pac Packaging,Materials,"117,554,000",0.005,,,
PPH,Pushpay Holdings Limited,Information Technology,"971,674,000",0.045,,,
PPK,PPK Group Limited,Industrials,"184,751,000",0.009,,,
PPL,Pureprofile Limited,Information Technology,"2,233,000",0.000,,,
PPS,Praemium Limited,Information Technology,"141,850,000",0.007,,,
PPT,Perpetual Limited,Financials,"1,863,440,000",0.086,,,
PPY,Papyrus Australia,Materials,"1,155,750",0.000,,,
PRO,Prophecy Internation,Information Technology,"16,642,500",0.001,,,
PRT,Prime Media Group Limited,Consumer Discretionary,"86,087,600",0.004,,,
PRU,Perseus Mining Limited,Materials,"531,188,000",0.025,,,
PRX,Prodigy Gold NL,Materials,"44,698,400",0.002,,,
PRZ,Parazero Limited,Information Technology,"6,612,000",0.000,,,
PSA,Petsec Energy,Energy,"26,705,400",0.001,,,
PSC,Prospect Res Limited,Materials,"34,784,000",0.002,,,
PSI,PSC Insurance Limited,Financials,"626,983,000",0.029,,,
PSM,Peninsula Mines Limited,Materials,"3,971,490",0.000,,,
PSQ,Pacific Smiles Group,Health Care,"189,232,000",0.009,,,
PSZ,PS&C Limited,Industrials,"12,756,000",0.001,,,
PTB,PTB Group Limited,Industrials,"46,339,700",0.002,,,
PTL,Pental Limited,Consumer Staples,"40,875,200",0.002,,,
PTM,Platinum Asset,Financials,"2,681,120,000",0.124,,,
PTR,Petratherm Limited,Materials,"5,771,560",0.000,,,
PTX,Prescient Limited,Health Care,"16,953,200",0.001,,,
PUA,Pure Alumina Limited,Materials,"6,159,270",0.000,,,
PUR,Pursuit Minerals,Materials,"2,813,820",0.000,,,
PVD,Pura Vida Energy NL,Energy,"4,464,200",0.000,,,
PVE,Po Valley Energy Limited,Energy,"22,385,900",0.001,,,
PVL,Powerhouse Ven Limited,Financials,"1,465,590",0.000,,,
PVS,Pivotal Systems,Information Technology,"115,673,000",0.005,,,
PWH,PWR Holdings Limited,Consumer Discretionary,"406,000,000",0.019,,,
PWL,Powerwrap Limited,Financials,"71,728,900",0.003,,,
PWN,Parkway Minls NL,Materials,"2,433,310",0.000,,,
PXS,Pharmaxis Limited,Health Care,"104,494,000",0.005,,,
PXX,Polarx Limited,Materials,"28,415,100",0.001,,,
PYC,Phylogica Limited,Health Care,"63,514,300",0.003,,,
PYG,Paygroup Limited,Information Technology,"45,470,900",0.002,,,
QAG,Betaagriculture,,"3,074,030",0.000,,,
QAN,Qantas Airways,Industrials,"8,858,750,000",0.410,,,
QAU,Betashares Gold ETF,,"79,091,300",0.004,,,
QBE,QBE Insurance Group,Financials,"15,465,100,000",0.716,,,
QCB,Betacommodities,,"8,401,540",0.000,,,
QEM,QEM Limited,Materials,"4,170,760",0.000,,,
QFN,Betashares ASX Fin,,"28,973,800",0.001,,,
QFY,Quantify Tech Limited,Information Technology,"6,866,940",0.000,,,
QGL,Quantum Graphite,Materials,"15,124,900",0.001,,,
QHAL,Vaneck QUAL Hedged,,"2,561,000",0.000,,,
QHL,Quickstep Holdings,Industrials,"58,245,300",0.003,,,
QIN,Quintis Limited,Materials,"115,136,000",0.005,,,
QIP,QANTM Intellectual,Industrials,"172,966,000",0.008,,,
QLTY,Beta Quality Leaders,,"9,744,160",0.000,,,
QMIX,SPDR MSCI World QMIX,,"13,295,400",0.001,,,
QMS,QMS Media Limited,Consumer Discretionary,"266,218,000",0.012,,,
QOZ,Betasharesrafiaus,,"241,964,000",0.011,,,
QPON,Betaausbanksnrfrbetf,,"434,032,000",0.020,,,
QPR,Quattro Plus Estate Units FP,Real Estate,"55,259,800",0.003,,,
QRE,Betashares ASX Res,,"33,090,600",0.002,,,
QRI,Qualitas Re Income Ordinary Units FP,,"236,990,000",0.011,,,
QSS,Questus Limited,Real Estate,"2,224,980",0.000,,,
QST,QUEST Investments,Financials,"11,795,400",0.001,,,
QTG,Q Technology Group Limited,Information Technology,"901,237",0.000,,,
QTM,Quantum Health Limited,Health Care,"30,752,600",0.001,,,
