"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 22, 2018","31,048.90","31,144.40","31,144.40","30,855.30","35.97M","-0.31%"
"Jun 21, 2018","31,144.40","30,726.70","31,310.10","30,726.70","43.58M","1.36%"
"Jun 20, 2018","30,726.70","30,365.40","30,761.40","30,365.10","23.77M","1.19%"
"Jun 19, 2018","30,365.40","29,778.90","30,499.30","29,778.60","22.58M","1.97%"
"Jun 18, 2018","29,778.90","29,523.60","29,930.50","29,522.30","19.85M","0.86%"
"Jun 15, 2018","29,523.60","29,585.20","29,858.60","29,523.60","52.07M","-0.21%"
"Jun 14, 2018","29,585.20","30,003.80","30,114.00","29,585.20","34.82M","-1.40%"
"Jun 13, 2018","30,003.80","30,199.40","30,215.60","29,865.80","22.76M","-0.65%"
"Jun 12, 2018","30,199.40","29,924.20","30,262.00","29,923.50","28.77M","0.92%"
"Jun 08, 2018","29,924.20","29,988.00","30,057.80","29,924.20","25.52M","-0.21%"
"Jun 07, 2018","29,988.00","29,925.20","30,066.00","29,921.00","22.52M","0.21%"
"Jun 06, 2018","29,925.20","29,584.10","30,046.60","29,584.10","33.49M","1.15%"
"Jun 05, 2018","29,584.10","29,842.90","29,842.90","29,584.10","39.70M","-0.87%"
"Jun 04, 2018","29,842.90","29,685.70","29,958.20","29,668.10","36.79M","0.53%"
"Jun 01, 2018","29,685.70","29,508.70","29,916.70","29,436.60","27.21M","0.60%"
"May 31, 2018","29,508.70","29,644.60","29,747.10","29,409.00","33.39M","-0.46%"
"May 30, 2018","29,644.60","29,436.90","29,784.20","29,331.40","25.19M","0.71%"
"May 29, 2018","29,436.90","29,196.90","29,448.40","29,030.20","20.82M","0.82%"
"May 28, 2018","29,196.90","29,278.80","29,330.90","29,103.30","15.82M","-0.28%"
"May 25, 2018","29,278.80","29,263.70","29,308.00","29,053.90","17.74M","0.05%"
"May 24, 2018","29,263.70","29,188.10","29,285.20","29,079.80","14.48M","0.26%"
"May 23, 2018","29,188.10","29,450.40","29,450.40","29,145.20","23.56M","-0.89%"
"May 22, 2018","29,450.40","29,725.30","29,787.80","29,326.20","33.53M","-0.92%"
"May 21, 2018","29,725.30","29,324.60","29,803.70","29,324.60","12.94M","1.37%"
"May 18, 2018","29,324.60","28,615.40","29,560.30","28,615.40","16.10M","2.48%"
"May 17, 2018","28,615.40","28,949.10","29,234.00","28,539.50","21.34M","-1.15%"
"May 16, 2018","28,949.10","28,845.00","29,199.60","28,845.00","23.42M","0.36%"
